sample_id,split,original_split,dataset_part,scene_name,camera,annotation_file,annotation_record_index,image_path,video_frame,local_class,global_person_id,bbox_x,bbox_y,bbox_w,bbox_h,image_width,image_height,bbox_area,exclusion_reason
aghri_00003525,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,707,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979232_965126968.png,707,08,person_08,622,170,18,79,640,360,1422,
aghri_00003530,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,712,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979233_154912789.png,712,08,person_08,622,170,18,79,640,360,1422,
aghri_00003535,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,717,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979233_417347139.png,717,08,person_08,622.5,172,17.5,79,640,360,1382.5,
aghri_00003540,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,722,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979233_709331656.png,722,08,person_08,622,170,18,79,640,360,1422,
aghri_00003545,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,727,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979233_978518414.png,727,08,person_08,622,170,18,79,640,360,1422,
aghri_00003550,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,732,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979234_150105232.png,732,08,person_08,619,179,21,63,640,360,1323,
aghri_00003555,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,737,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979234_335070120.png,737,08,person_08,617.5,170,22.5,79,640,360,1777.5,
aghri_00003560,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,742,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979234_529263016.png,742,08,person_08,617.5,170,22.5,79,640,360,1777.5,
aghri_00003565,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,747,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979234_729710594.png,747,08,person_08,617.5,170,22.5,79,640,360,1777.5,
aghri_00003570,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,752,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979234_890707715.png,752,08,person_08,617.5,170,22.5,79,640,360,1777.5,
aghri_00003575,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,757,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979235_121759027.png,757,08,person_08,617.5,170,22.5,79,640,360,1777.5,
aghri_00003580,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,762,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979235_362443111.png,762,08,person_08,613.5,170,26.5,79,640,360,2093.5,
aghri_00003585,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,767,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979235_513583886.png,767,08,person_08,610.5,170,29.5,79,640,360,2330.5,
aghri_00003590,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,772,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979235_741545828.png,772,08,person_08,607.5,167,32.5,79,640,360,2567.5,
aghri_00003595,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,777,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979236_004240407.png,777,08,person_08,608,161,32,88,640,360,2816,
aghri_00003600,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,782,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979236_301346001.png,782,08,person_08,603,162,37,88,640,360,3256,
aghri_00003605,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,787,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979236_498200613.png,787,08,person_08,600,162,40,88,640,360,3520,
aghri_00003610,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,792,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979236_659208546.png,792,08,person_08,597,162,43,97,640,360,4171,
aghri_00003615,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,797,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979236_856231981.png,797,08,person_08,597,162,43,97,640,360,4171,
aghri_00003620,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,802,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979237_082448058.png,802,08,person_08,589,162,51,97,640,360,4947,
aghri_00003625,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,807,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979237_353756825.png,807,08,person_08,587,162,39,113,640,360,4407,
aghri_00003630,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,812,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979237_513163516.png,812,08,person_08,581,162,42,118,640,360,4956,
aghri_00003635,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,817,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979237_771081151.png,817,08,person_08,582,161,36,105,640,360,3780,
aghri_00003640,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,822,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979237_937903336.png,822,08,person_08,571,163,46,102,640,360,4692,
aghri_00003645,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,827,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979238_168913588.png,827,08,person_08,567,163,43,102,640,360,4386,
aghri_00003650,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,832,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979238_365449725.png,832,08,person_08,562,148,46,117,640,360,5382,
aghri_00003655,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,837,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979238_589788355.png,837,08,person_08,553,154,50,117,640,360,5850,
aghri_00003660,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,842,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979238_755263729.png,842,08,person_08,545,141,50,125,640,360,6250,
aghri_00003665,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,847,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979238_916516430.png,847,08,person_08,538,141,58,133,640,360,7714,
aghri_00003670,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,852,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979239_179711922.png,852,08,person_08,528,106,52,178,640,360,9256,
aghri_00003675,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,857,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979239_374449995.png,857,08,person_08,522,105,54,173,640,360,9342,
aghri_00003680,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,862,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979239_601191456.png,862,08,person_08,513,105,58,185,640,360,10730,
aghri_00003685,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,867,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979239_797631839.png,867,08,person_08,504,102,61,186,640,360,11346,
aghri_00003690,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,872,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979239_970400172.png,872,08,person_08,499,101,61,186,640,360,11346,
aghri_00003695,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_left,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_left_ann.json,877,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_left/1730979240_164781738.png,877,08,person_08,495,103,61,189,640,360,11529,
aghri_00003696,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,0,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979200_643908260.png,0,08,person_08,148,80,64,182,672,376,11648,
aghri_00003701,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,5,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979201_245277260.png,5,08,person_08,147.311,84.135,61.933,183.378,672,376,11357.113,
aghri_00003706,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,10,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979201_645895260.png,10,08,person_08,145.99,85.495,63.02,182.99,672,376,11532.039,
aghri_00003711,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,15,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979202_113812260.png,15,08,person_08,146.136,85,66.136,181.621,672,376,12011.786,
aghri_00003716,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,20,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979202_847510260.png,20,08,person_08,152.242,84.697,66.182,181,672,376,11978.91,
aghri_00003721,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,25,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979203_182270260.png,25,08,person_08,159.313,84.192,63.152,181,672,376,11430.428,
aghri_00003726,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,30,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979203_582108260.png,30,08,person_08,161.448,86.206,62.552,178.794,672,376,11183.831,
aghri_00003731,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,35,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979203_982558260.png,35,08,person_08,161,88,63,177,672,376,11151,
aghri_00003736,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,40,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979204_516742260.png,40,08,person_08,158.475,87.158,63.842,176.158,672,376,11246.244,
aghri_00003741,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,45,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979204_850643260.png,45,08,person_08,165.166,83.142,60.693,175.449,672,376,10648.487,
aghri_00003746,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,50,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979205_184578260.png,50,08,person_08,174.122,78.319,56.559,174.76,672,376,9884.223,
aghri_00003751,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,55,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979205_518764260.png,55,08,person_08,171.454,81.817,57.546,170.913,672,376,9835.325,
aghri_00003756,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,60,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979206_053243260.png,60,08,person_08,172.882,84.882,56.622,164.866,672,376,9335.025,
aghri_00003761,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,65,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979206_520787260.png,65,08,person_08,177.293,89.293,54.732,159.195,672,376,8713.015,
aghri_00003766,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,70,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979206_854217260.png,70,08,person_08,180.826,91.457,53.543,156.087,672,376,8357.434,
aghri_00003771,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,75,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979207_522199260.png,75,08,person_08,191.827,95.24,50.449,149.622,672,376,7548.277,
aghri_00003776,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,80,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979207_923850260.png,80,08,person_08,195.96,101.44,47.693,142.733,672,376,6807.441,
aghri_00003781,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,85,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979208_657151260.png,85,08,person_08,200.244,105.271,46.351,137.431,672,376,6370.112,
aghri_00003786,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,90,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979209_057520260.png,90,08,person_08,205.651,109.056,45.27,131.484,672,376,5952.255,
aghri_00003791,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,95,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979209_391372260.png,95,08,person_08,210.54,108.483,43.989,129.494,672,376,5696.281,
aghri_00003796,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,100,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979210_261225260.png,100,08,person_08,215.654,111.135,41.622,116.87,672,376,4864.297,
aghri_00003801,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_zed_rgb_ann.json,105,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_zed_rgb/1730979210_660161260.png,105,08,person_08,220,122,38,85,672,376,3230,
