sample_id,split,original_split,dataset_part,scene_name,camera,annotation_file,annotation_record_index,source_image_path,crop_path,video_frame,local_class,global_person_id,integer_identity_label,bbox_x,bbox_y,bbox_w,bbox_h,crop_width,crop_height
aghri_00004431,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,372,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891152_983841255.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004431_cam_fish_front_f000372.jpg,372,10,person_10,2,247.453,175.813,25.641,69.281,26,69
aghri_00004436,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,377,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891153_118729998.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004436_cam_fish_front_f000377.jpg,377,10,person_10,2,247.271,175.083,26.187,70.375,26,70
aghri_00004441,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,382,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891153_282197697.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004441_cam_fish_front_f000382.jpg,382,10,person_10,2,246.997,173.99,27.008,72.015,27,72
aghri_00004446,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,387,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891153_451807700.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004446_cam_fish_front_f000387.jpg,387,10,person_10,2,247,174.204,27.204,71.796,27,72
aghri_00004451,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,392,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891153_611190069.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004451_cam_fish_front_f000392.jpg,392,10,person_10,2,247,174.458,27.458,71.542,27,72
aghri_00004456,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,397,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891153_784863836.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004456_cam_fish_front_f000397.jpg,397,10,person_10,2,247,174.713,27.713,71.287,28,71
aghri_00004461,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,402,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891153_936477701.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004461_cam_fish_front_f000402.jpg,402,10,person_10,2,247,174.967,27.967,71.033,28,71
aghri_00004466,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,407,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891154_104164498.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004466_cam_fish_front_f000407.jpg,407,10,person_10,2,246.839,175,27.518,71,28,71
aghri_00004471,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,412,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891154_268628630.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004471_cam_fish_front_f000412.jpg,412,10,person_10,2,246.625,175,26.875,71,27,71
aghri_00004476,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,417,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891154_432893840.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004476_cam_fish_front_f000417.jpg,417,10,person_10,2,246.303,175,25.91,71,26,71
aghri_00004481,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,422,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891154_599102122.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004481_cam_fish_front_f000422.jpg,422,10,person_10,2,246.035,175,25.106,71,25,71
aghri_00004486,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,427,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891154_788412337.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004486_cam_fish_front_f000427.jpg,427,10,person_10,2,245.479,175.174,25,70.653,25,71
aghri_00004491,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,432,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891154_953604859.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004491_cam_fish_front_f000432.jpg,432,10,person_10,2,244.828,175.391,25,70.219,25,70
aghri_00004496,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,437,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891155_121091098.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004496_cam_fish_front_f000437.jpg,437,10,person_10,2,244.178,175.607,25,69.785,25,70
aghri_00004501,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,442,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891155_284123070.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004501_cam_fish_front_f000442.jpg,442,10,person_10,2,243.527,175.824,25,69.351,25,69
aghri_00004506,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,447,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891155_460388848.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004506_cam_fish_front_f000447.jpg,447,10,person_10,2,243,176,25,69,25,69
aghri_00004511,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,452,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891155_607196920.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004511_cam_fish_front_f000452.jpg,452,10,person_10,2,242.507,176.493,25.493,68.507,25,69
aghri_00004516,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,457,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891155_766641459.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004516_cam_fish_front_f000457.jpg,457,10,person_10,2,242.015,176.985,25.985,68.015,26,68
aghri_00004521,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,462,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891155_937864384.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004521_cam_fish_front_f000462.jpg,462,10,person_10,2,241.522,177.478,26,67,26,67
aghri_00004526,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,467,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891156_097827618.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004526_cam_fish_front_f000467.jpg,467,10,person_10,2,241.03,177.97,26.97,67.03,27,67
aghri_00004531,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,472,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891156_261491826.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004531_cam_fish_front_f000472.jpg,472,10,person_10,2,241.559,177.441,27,67.559,27,68
aghri_00004536,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,477,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891156_462104845.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004536_cam_fish_front_f000477.jpg,477,10,person_10,2,242.49,176.51,27,68.49,27,68
aghri_00004541,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,482,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891156_641573489.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004541_cam_fish_front_f000482.jpg,482,10,person_10,2,243.421,175.579,27,69.421,27,69
aghri_00004546,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,487,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891156_793510205.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004546_cam_fish_front_f000487.jpg,487,10,person_10,2,244.352,174.648,27,70.352,27,70
aghri_00004551,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,492,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891156_962524027.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004551_cam_fish_front_f000492.jpg,492,10,person_10,2,245.153,174,26.949,71,27,71
aghri_00004556,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,497,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891157_117427590.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004556_cam_fish_front_f000497.jpg,497,10,person_10,2,245.919,174,26.694,71,27,71
aghri_00004561,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,502,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891157_279702379.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004561_cam_fish_front_f000502.jpg,502,10,person_10,2,246.685,174,26.438,71,26,71
aghri_00004566,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,507,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891157_443446647.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004566_cam_fish_front_f000507.jpg,507,10,person_10,2,247.451,174,26.183,71,26,71
aghri_00004571,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,512,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891157_603407261.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004571_cam_fish_front_f000512.jpg,512,10,person_10,2,248,174,26,71,26,71
aghri_00004576,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,517,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891157_771203447.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004576_cam_fish_front_f000517.jpg,517,10,person_10,2,247.077,174.461,26,70.539,26,71
aghri_00004581,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,522,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891158_130777783.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004581_cam_fish_front_f000522.jpg,522,10,person_10,2,246.154,174.923,26,70.077,26,70
aghri_00004586,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,527,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891158_360236537.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004586_cam_fish_front_f000527.jpg,527,10,person_10,2,244,176,26,69,26,69
aghri_00004591,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,532,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891158_521669282.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004591_cam_fish_front_f000532.jpg,532,10,person_10,2,244.498,175.253,26.249,69.498,26,69
aghri_00004596,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,537,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891158_728611665.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004596_cam_fish_front_f000537.jpg,537,10,person_10,2,244.996,174.506,26.498,69.996,26,70
aghri_00004601,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,542,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891159_014391157.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004601_cam_fish_front_f000542.jpg,542,10,person_10,2,245.494,173.759,26.747,70.494,27,70
aghri_00004606,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,547,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891159_241286124.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004606_cam_fish_front_f000547.jpg,547,10,person_10,2,246,172.795,27,71,27,71
aghri_00004611,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,552,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891159_575971442.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004611_cam_fish_front_f000552.jpg,552,10,person_10,2,246,172.538,27,71,27,71
aghri_00004616,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,557,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891159_763721612.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004616_cam_fish_front_f000557.jpg,557,10,person_10,2,246.045,172,26.955,71.045,27,71
aghri_00004621,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,562,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891160_097111083.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004621_cam_fish_front_f000562.jpg,562,10,person_10,2,246.27,172,26.73,71.27,27,71
aghri_00004626,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,567,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891160_393333770.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004626_cam_fish_front_f000567.jpg,567,10,person_10,2,246.494,172,26.506,71.494,27,71
aghri_00004631,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,572,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891160_556323048.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004631_cam_fish_front_f000572.jpg,572,10,person_10,2,247,171.968,25.968,72.065,26,72
aghri_00004636,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,577,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891160_713921360.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004636_cam_fish_front_f000577.jpg,577,10,person_10,2,247,171.805,25.805,72.389,26,72
aghri_00004641,train,train,dataset_part3,in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/annotations/cam_fish_front_ann.json,582,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_vine_1push_3pick_1carry_diff_st_ly_11_06_2024_3_label/sensor_data/cam_fish_front/1730891160_900187958.png,/tmp/aghri_reid_stage1_export/crops/train/person_10/aghri_00004641_cam_fish_front_f000582.jpg,582,10,person_10,2,247,171.643,25.643,72.714,26,73
